index_name,relation_name,uniqueness,status,sort_order,field_name,field_position
FK_SFMVPLNTTREE_CLSSLVL,T_SFMVPLANTTREE,NON_UNIQUE,ACTIVE,ASC,CLASSLEVEL_CT,0
FK_SFMVPLNTTREE_MNCPLTY,T_SFMVPLANTTREE,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
FK_T_SFMVPLNTTREE_UNIT,T_SFMVPLANTTREE,NON_UNIQUE,ACTIVE,ASC,UNIT_CT,0
PK_T_SFMVPLANTTREE_1,T_SFMVPLANTTREE,UNIQUE,ACTIVE,ASC,SFMVPLANT_ID,0
FK_T_SHARES,T_SHARES,NON_UNIQUE,ACTIVE,ASC,ITAXTYPE_CT,0
PK_T_SHARES_1,T_SHARES,UNIQUE,ACTIVE,ASC,SHARES_ID,0
PK_T_STATUS_1,T_STATUS,UNIQUE,ACTIVE,ASC,CODE,0
FK_SUBCLASS_MNCPLTY,T_SUBCLASSIFICATION,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_SUBCLASSIFICATION_1,T_SUBCLASSIFICATION,UNIQUE,ACTIVE,ASC,CODE,0
FK_T_TAXPAYERDETAIL_1,T_TAXPAYERDETAIL,NON_UNIQUE,ACTIVE,ASC,TAXPAYERDETAILGROUP_CT,0
PK_T_TAXPAYERDETAIL_1,T_TAXPAYERDETAIL,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_TAXPAYERDETAILGROUP_1,T_TAXPAYERDETAILGROUP,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_TAXPERIOD_1,T_TAXPERIOD,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_TRANSAPPROVAL_1,T_TRANSAPPROVAL,UNIQUE,ACTIVE,ASC,ID,0
PK_T_UNIT_1,T_UNIT,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_USERDESIGNATION_1,T_USERDESIGNATION,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_VIOLATION_1,T_VIOLATION,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WATERITEM_1,T_WATERITEM,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WATERITEMGROUP_1,T_WATERITEMGROUP,UNIQUE,ACTIVE,ASC,TWIG_ID,0
PK_T_WATERORDINANCE_1,T_WATERORDINANCE,UNIQUE,ACTIVE,ASC,TWO_ID,0
PK_T_WATERREPORTS_1,T_WATERREPORTS,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WCLASSCODE_0,T_WCLASSCODE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WCONNECTIONRATE_1,T_WCONNECTIONRATE,UNIQUE,ACTIVE,ASC,WCR_ID,0
PK_T_WCONNECTIONTYPE_1,T_WCONNECTIONTYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WCSTATUS_1,T_WCSTATUS,UNIQUE,ACTIVE,ASC,STATUS_ID,0
PK_T_WNODE_1,T_WNODE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WOWI,T_WOWI,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WOWI,T_WOWI,UNIQUE,ACTIVE,ASC,TWO_ID,1
PK_T_WSECTOR_1,T_WSECTOR,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WSTUBOUT_1,T_WSTUBOUT,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_WZONE_1,T_WZONE,UNIQUE,ACTIVE,ASC,CODE,0
IDX_WATERBILL2,WATERBILL,NON_UNIQUE,ACTIVE,ASC,BILLMONTH,0
IDX_WATERBILL3,WATERBILL,NON_UNIQUE,ACTIVE,ASC,BILLYEAR,0
PK_WATERBILL_1,WATERBILL,UNIQUE,ACTIVE,ASC,WB_ID,0
IDX_WATERBILLDETAIL1,WATERBILLDETAIL,NON_UNIQUE,ACTIVE,ASC,ITEMDESC,0
IDX_WATERBILLDETAIL2,WATERBILLDETAIL,NON_UNIQUE,ACTIVE,ASC,WB_ID,0
PK_WATERBILLDETAIL_1,WATERBILLDETAIL,UNIQUE,ACTIVE,ASC,WBD_ID,0
FK_WATERCONTRACT_0,WATERCONTRACT,NON_UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
IDX_WATERCONTRACT1,WATERCONTRACT,NON_UNIQUE,ACTIVE,ASC,STATUS_CT,0
IDX_WATERCONTRACT2,WATERCONTRACT,NON_UNIQUE,ACTIVE,ASC,WZONE_CT,0
PK_WATERCONTRACT_1,WATERCONTRACT,UNIQUE,ACTIVE,ASC,WC_ID,0
PK_WATERINIT_CONSUMPTION_1,WATERINIT_CONSUMPTION,UNIQUE,ACTIVE,ASC,WIC_ID,0
PK_WATERINIT_OUTSTANDING_1,WATERINIT_OUTSTANDING,UNIQUE,ACTIVE,ASC,ID,0
PK_WATERMETER_1,WATERMETER,UNIQUE,ACTIVE,ASC,WM_ID,0
FK_WMREADER_BARANGAY_0,WMREADER_BARANGAY,NON_UNIQUE,ACTIVE,ASC,WMRCODE,0
PK_WMREADER_BARANGAY_1,WMREADER_BARANGAY,UNIQUE,ACTIVE,ASC,WMRB_ID,0
IDX_WM_READING1,WM_READING,NON_UNIQUE,ACTIVE,ASC,WMWC_ID,0
IDX_WM_READING2,WM_READING,NON_UNIQUE,ACTIVE,ASC,WMRYEAR,0
IDX_WM_READING3,WM_READING,NON_UNIQUE,ACTIVE,ASC,WMRMONTH,0
PK_WM_READING_1,WM_READING,UNIQUE,ACTIVE,ASC,WMR_ID,0
FK_WM_READINGLIST_0,WM_READINGLIST,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_WM_READINGLIST_1,WM_READINGLIST,UNIQUE,ACTIVE,ASC,WMRRL_ID,0
FK_WM_WC_WC_ID,WM_WC,NON_UNIQUE,ACTIVE,ASC,WC_ID,0
FK_WM_WC_WM_ID,WM_WC,NON_UNIQUE,ACTIVE,ASC,WM_ID,0
PK_WM_WC_1,WM_WC,UNIQUE,ACTIVE,ASC,WMWC_ID,0
